row_idx,flat_index,subject_id,sleep_date,target,base_prob,subject_threshold_prob,posterior_minus_base,desired_logit_step,raw_contrib_unit,local_contrib_unit,same_negative,base_saturated_high,base_saturated_low,confidence,trajectory_grammar_logit,trajectory_action_logit,trajectory_confidence,trajectory_state_score,signed_posterior_support,posterior_agree,trajectory_joint_state_score,measurement_grammar_logit,measurement_semantic_score,measurement_temporal_score,temporal_confidence,measurement_joint_state_score,raw_semantic_grammar_logit,state_support,raw_signed_support,semantic_signed_support,temporal_signed_support,raw_semantic_joint_state_score,raw_agree,semantic_agree_residual,temporal_agree_residual,candidate_logit_step,trajectory_grammar_logit_agrees,trajectory_grammar_logit_conflicts,trajectory_action_logit_agrees,trajectory_action_logit_conflicts,signed_posterior_support_agrees,signed_posterior_support_conflicts,measurement_grammar_logit_agrees,measurement_grammar_logit_conflicts,measurement_semantic_score_agrees,measurement_semantic_score_conflicts,measurement_temporal_score_agrees,measurement_temporal_score_conflicts,raw_semantic_grammar_logit_agrees,raw_semantic_grammar_logit_conflicts,state_support_agrees,state_support_conflicts,raw_signed_support_agrees,raw_signed_support_conflicts,semantic_signed_support_agrees,semantic_signed_support_conflicts,temporal_signed_support_agrees,temporal_signed_support_conflicts,council_agreements,council_conflicts,council_balance,council_signal_strength,council_state_strength,candidate_prob_delta,effective_raw_contrib,effective_local_contrib,selection_score,source_regime,before,after,mode
164,1151,id07,2024-07-26,S1,0.9496962315180308,0.99999,0.0502937684819692,8.57485328217794,-0.003212973043148,-0.0038566281738331,True,False,False,0.5175928189686892,0.0687326352074471,-2.2271674346905095,0.6500818050792712,-2.337272548233215,-2.2271674346905095,0.0,2.629917124929266,0.2005868627196219,-0.015865218424996,0.2040816326530612,0.1680672268907563,2.871214564789422,0.0687326352074471,0.3840971526607368,0.9187608076369488,-1.275490261224673,1.2076480660500537,2.629917124929266,1.0,0.0,1.0,0.30000000000000027,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,7,4,3,0.48083562059124724,0.750387221212032,0.01254553516368373,-0.00011240914348327988,-0.00013492807562721142,0.00024650782841708556,subject_threshold_council_balanced_k180,0.9496962315180308,0.9622417666817146,two_regime_assignment_union_k360
102,717,id04,2024-10-25,S1,0.9999837239763802,0.9618037256782124,-0.0381799982981678,-7.7997287779934386,0.0065605228953222,-0.0059410713555077,False,True,False,0.4751667250825711,0.0372009801390466,-9.885478995077856,0.0181794193122122,-18.800099284611647,-9.885478995077856,0.0,2.4162803323209516,0.34,0.0617129419064436,-0.2543859649122807,0.2225877192982456,2.72990378348159,0.0372009801390466,0.3039473113889481,0.8369122352196666,0.6242618560417218,-1.3676607583157503,2.4162803323209516,1.0,1.0,0.0,0.30000000001173177,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,7,4,3,0.46580492018011893,0.6394403625389503,4.218397897659543e-06,-0.00025233657793674743,0.00022851069023717383,0.00024165000419717572,opposite_sign_council_search_k180,0.9999837239763802,0.9999879423742779,two_regime_assignment_union_k360
247,1734,id10,2024-09-25,S3,0.4834610492324102,0.7501427372483136,0.2666816880159034,1.1655536459309768,0.0002811740643527,0.000312301873157,False,False,False,0.3434813280538797,-0.0394917328928653,0.1041131434616956,0.0985578182851898,-0.0791378315100452,-0.1041131434616956,0.0,2.39333596137581,-0.0501857534154535,-0.0432135495057169,0.0109090909090908,0.0045818181818181,2.3988313768284635,-0.0394917328928653,-0.4963994383422319,-1.4142712834372797,-0.358803774942067,-0.0999245569594952,2.39333596137581,0.0,0.0,0.0,-0.3000000000000003,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,9,2,7,0.19837185028396914,0.440437996412027,-0.0739966466954694,-7.237094543034581e-05,-8.038288265341114e-05,0.00023926991565857865,opposite_sign_council_search_k180,0.4834610492324102,0.4094644025369408,two_regime_assignment_union_k360
197,1382,id08,2024-09-14,S1,0.8753661628956598,0.3566887053903753,-0.5186774575052845,-2.5390274432395255,0.0010990331858197,-0.0002325627820568,False,False,False,0.3248484047364742,0.2005827503649644,-1.8493883988471664,0.31498511614176,-3.1938985911817452,-1.8493883988471664,0.0,0.9928688170619044,0.0379901242923077,-0.0890824953390876,0.0535714285714285,0.0468749999999999,2.642893799479125,0.2005827503649644,0.6711530248392186,0.104331240792533,2.0010476269315927,0.362200625954173,0.9928688170619044,1.0,1.0,1.0,0.29999999999999916,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,8,3,5,0.4073210512235386,0.5631596642793886,0.029220706512897765,-0.00012985679088417559,2.7478566568009522e-05,0.0002254347924613349,opposite_sign_council_search_k180,0.8753661628956598,0.9045868694085576,two_regime_assignment_union_k360
168,1181,id07,2024-08-16,S3,0.7464939878282595,0.9558158030107952,0.2093218151825358,1.9941980051106192,-0.000313197513329,-0.0005891724834196,True,False,False,0.5290784383246828,0.0331933629824538,0.3623548284436462,0.0813782990375973,0.4220138193690748,0.3623548284436462,1.0,1.4224547917854478,0.028578773631372,0.0001082218559235,0.146938775510204,0.0925714285714285,2.7207793651969285,0.0331933629824538,0.1356916499822977,0.239039514331092,-0.3104149877927863,0.6229990234923657,1.4224547917854478,1.0,0.0,1.0,0.30000000000000004,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,10,1,9,0.19627140801375778,0.42771710679219244,0.05249701623228109,-4.7116311298043205e-05,-8.86329966096336e-05,0.00022435033900557907,subject_threshold_council_balanced_k180,0.7464939878282595,0.7989910040605406,two_regime_assignment_union_k360
140,984,id06,2024-07-21,S2,0.999983788649818,0.991519484315857,-0.0084643043339609,-6.268315381694096,0.0042525026506248,-0.0032772323155441,False,True,False,0.4944819908327433,0.1211822876287763,-9.13973207701448,0.5078446287637974,-15.8661798010406,-9.13973207701448,0.0,2.5297318839630454,0.34,-0.0288710312881409,0.0833333333333333,0.0777777777777778,2.8070071637670124,0.1211822876287763,0.3922237910092399,1.2512366676142357,-0.75561460288876,0.0828321985322136,2.5297318839630454,1.0,0.0,1.0,0.29999999999732374,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,7,4,3,0.42033655790318003,0.7165365304292939,4.2016361242458444e-06,-0.00020352370892213882,0.00015684751560613916,0.0002122725916023547,opposite_sign_council_search_k180,0.999983788649818,0.9999879902859422,two_regime_assignment_union_k360
31,221,id02,2024-08-30,S2,0.9999837301773692,0.99999,6.269822630855515e-06,0.4867331964773029,-0.0003278634573655,0.0002538422536405,False,True,False,0.4999921944379208,0.1509685665333404,-9.094072819809757,0.4657858241606509,-15.877166684127207,-9.094072819809757,0.0,2.619610127611816,0.34,0.0239768092749996,0.0833333333333333,0.0614035087719298,2.88741786592014,0.1509685665333404,0.0041134609396316,-0.1265368516136582,-0.4002976308330022,0.0828321985322136,2.619610127611816,0.0,0.0,1.0,0.2999999999990628,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,7,4,3,0.3024618746807884,0.6892931507373595,4.216790752908928e-06,-0.00020207998534149476,0.0001564567131296232,0.00020989489713339683,subject_threshold_council_balanced_k180,0.9999837301773692,0.9999879469681221,two_regime_assignment_union_k360
67,475,id03,2024-08-27,S4,0.0683877817298243,1e-05,-0.0683777817298243,-8.901192990626582,-0.0026260325864572,-9.46387442489057e-06,True,False,False,0.5239222236054385,-0.1550486753000225,1.1346436956951964,0.245687819142653,-1.4598403267522633,-1.1346436956951964,0.0,2.7489053244698773,-0.2145115050809741,-0.0017051550086966,-0.1515151515151515,0.124777183600713,2.8580137550908433,-0.1550486753000225,-0.0065215216116995,-0.535308345095211,-0.5353776549699379,0.7557190726920842,2.7489053244698773,0.0,0.0,1.0,-0.2999999999999998,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,9,2,7,0.35637933560539525,0.6540935705638733,-0.016810669500310786,-8.850608865202476e-05,-3.189642478774423e-07,0.00020801034665879437,subject_threshold_council_balanced_k180,0.0683877817298243,0.05157711222951352,two_regime_assignment_union_k360
54,382,id02,2024-10-12,S2,0.9869187110282756,0.99999,0.0130712889717244,7.189510674942839,0.0028067076091122,0.0056575561496115,False,True,False,0.5045649511401036,,,,,,,,-0.0519031557930924,-0.0036201899708152,0.0599999999999999,0.0215999999999999,2.4932442962012256,,,,,,,,,,-0.2999999999999927,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0.010491352335715659,0.12093481856709509,-0.004496159139037448,-0.00011711677203126888,-0.00023607543289403787,0.0002048991946764678,opposite_sign_council_search_k180,0.9869187110282756,0.9824225518892381,two_regime_assignment_union_k360
153,1076,id07,2024-07-15,S3,0.790499631168738,0.8506541295392573,0.0601544983705193,0.4118010333064199,-7.910513158531428e-05,-0.0001748882299969,True,False,False,0.3717082039689391,0.1167175573492242,-0.0195713670379158,0.0526082299955363,0.0791503390770927,-0.0195713670379158,0.0,2.801499556736815,0.1726613319212702,0.0019330007973307,0.2040816326530612,0.1785714285714285,2.9115922161574397,0.1167175573492242,0.6847495850659133,-0.2550631897823447,1.3346935604553656,0.8847061964815209,2.801499556736815,0.0,1.0,1.0,0.30000000000000004,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,8,3,5,0.2790130636377413,0.4746920100896545,0.04538757029901075,-5.762865451077127e-05,-0.00012740732721779215,0.00020180485970399724,subject_threshold_council_balanced_k180,0.790499631168738,0.8358872014677488,two_regime_assignment_union_k360
164,1153,id07,2024-07-26,S3,0.8141060919459119,0.8737560649001401,0.0596499729542282,0.4576706391449499,-0.0001187969573055,-0.0001095721744932,True,False,False,0.39463355543412,0.1024701631943994,-0.1401822743317704,0.0242442600464789,-0.2518090386686391,-0.1401822743317704,0.0,2.7513983818711707,0.1155379739526744,-5.5548594410360625e-05,0.2040816326530612,0.1680672268907563,2.851092560089435,0.1024701631943994,0.7499651876150889,0.5584797537943421,0.5794555994335543,0.8847061964815209,2.7513983818711707,1.0,1.0,1.0,0.2999999999999994,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,8,3,5,0.2883782639389589,0.49596568164354454,0.04120936726905933,-7.787059982313323e-05,-7.182381725292574e-05,0.00019964938428563775,subject_threshold_council_balanced_k180,0.8141060919459119,0.8553154592149712,two_regime_assignment_union_k360
249,1748,id10,2024-09-27,S3,0.4718464721223482,0.3808838422495339,-0.0909626298728142,-0.3730651041112691,-8.790964441963139e-05,-0.0001044920514633,True,False,False,0.150953078205951,-0.0177169508938434,0.16325408168161,0.1111453513086244,-0.5798566575851053,-0.16325408168161,0.0,1.129830373786658,-0.0156760973335493,0.0341764881582759,0.0109090909090908,0.0042293706293706,2.2285738511436937,-0.0177169508938434,-0.2599149708014545,-0.0683922899749,-0.6766056293333901,-0.0999245569594952,1.129830373786658,0.0,0.0,0.0,-0.3,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,8,3,5,0.13011075876382597,0.39842306377130143,-0.07358957609770767,-7.069246904964749e-05,-8.402719818480757e-05,0.00019230183220189805,subject_threshold_council_balanced_k180,0.4718464721223482,0.39825689602464054,two_regime_assignment_union_k360
35,250,id02,2024-09-03,S3,0.9679622125388636,0.99999,0.0320277874611364,8.104638479339185,-0.0024097374549188,-0.0005641659934344,True,True,False,0.5111997256113978,0.1889229168762329,-1.3443973388373074,0.0878825565111758,-2.4069177738144454,-1.3443973388373074,0.0,2.5367997091994403,0.1930397908018909,-0.0257097347597228,0.1041666666666666,0.0662878787878787,2.7346314803101706,0.1889229168762329,0.6887428233085287,0.6128227474567715,0.7114631172462804,0.4271080889483997,2.5367997091994403,1.0,1.0,1.0,0.30000000000000293,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,8,3,5,0.417892299167694,0.6440782176034948,0.008104881221841276,-8.919845571379456e-05,-2.0883078062246445e-05,0.00018616448055765297,subject_threshold_council_balanced_k180,0.9679622125388636,0.9760670937607049,two_regime_assignment_union_k360
77,544,id03,2024-10-05,S3,0.469636453932996,0.3679095705195166,-0.1017268834134793,-0.4195914785959225,-0.0001022976306808,-9.215914566005956e-05,True,False,False,0.1676948386752011,-0.0810777922945549,0.262877557988552,0.2018983655565459,-0.0602522243333433,-0.262877557988552,0.0,2.4088731077269316,-0.0810777922945549,-0.040119571334639,0.0109090909090908,0.0030545454545454,2.4088731077269316,-0.0810777922945549,-0.1866897564778773,0.3067799533896213,-1.4011886058608838,-0.0999245569594952,2.4088731077269316,1.0,0.0,0.0,-0.29999999999999977,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,8,3,5,0.20681233901780613,0.45838450338341374,-0.07350341869445992,-7.314087813928135e-05,-6.589205240901315e-05,0.00018459934547665528,subject_threshold_council_balanced_k180,0.469636453932996,0.39613303523853616,two_regime_assignment_union_k360
238,1671,id10,2024-08-23,S3,0.485389637182638,0.299518828312853,-0.1858708088697849,-0.7911321124032555,-0.0001963654339403,-0.0001563791876467,True,False,False,0.2655359547915717,-0.0783658507611645,-0.1177585398813003,0.1155920112877618,0.2695364794277252,0.1177585398813003,1.0,2.031523496676785,-0.0783658507611645,0.0245305203389151,0.3151515151515152,0.2322169059011164,2.031523496676785,-0.0783658507611645,-0.96397287854906,-1.844252238551669,-0.1882202332132589,-1.4933169901169068,2.031523496676785,0.0,0.0,0.0,-0.29999999999999993,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,8,3,5,0.3259910108271661,0.47252260221262743,-0.07405676791301846,-7.446244345100884e-05,-5.929952223973126e-05,0.00018300589780380022,subject_threshold_council_balanced_k180,0.485389637182638,0.41133286926961954,two_regime_assignment_union_k360
241,1692,id10,2024-09-18,S3,0.5050684839771257,0.3234590163960161,-0.1816094675811095,-0.7581952401842996,-0.0001708156143756,-0.000177640874707,True,False,False,0.2401042972573722,-0.0293941007287046,-0.052812539451923,0.0280867127530079,-0.1272712580469878,0.052812539451923,1.0,2.006462192901779,-0.0293941007287046,0.0016287063106583,0.0109090909090908,0.0064684491978609,2.006462192901779,-0.0293941007287046,-0.2886752931991695,-0.8127433584064506,-0.2783435871796758,-0.0999245569594952,2.006462192901779,0.0,0.0,0.0,-0.30000000000000016,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,8,3,5,0.13901835034836532,0.39158950785787827,-0.07454737733222899,-6.758771566576051e-05,-7.02883104345895e-05,0.000176989772782515,subject_threshold_council_balanced_k180,0.5050684839771257,0.4305211066448966,two_regime_assignment_union_k360
231,1621,id10,2024-08-08,S2,0.3346294769559434,0.0521542878800429,-0.2824751890759004,-2.2126651557371764,0.0004223686126048,0.0006665463926539,False,False,False,0.5467120282965221,0.0749933627712998,0.049733485418337,0.077970908871069,0.1404508442977151,0.049733485418337,1.0,2.3677114616685864,0.1017841915918336,-0.094038605517043,-0.3636363636363636,0.2679425837320574,2.4725379727607204,0.0749933627712998,0.4955652152639773,1.5139934880135006,0.5024176362853713,-1.5038884876368095,2.3677114616685864,1.0,1.0,0.0,0.30000000000000004,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,8,3,5,0.3208030066971075,0.4737219804395628,0.06973310142885547,-5.7266045634118334e-05,-9.037242588545743e-05,0.00017492316294702502,opposite_sign_council_search_k180,0.3346294769559434,0.4043625783847989,two_regime_assignment_union_k360
240,1685,id10,2024-09-17,S3,0.5141355858222892,0.408306530026735,-0.1058290557955542,-0.4275279366854908,-9.817174387279948e-05,-9.230719478117804e-05,True,False,False,0.1287336395017089,-0.0807047626713572,-0.1279093486851595,0.0107273123564132,-0.0288827731581112,0.1279093486851595,1.0,2.033560452063674,-0.0807047626713572,0.0020965335230457,0.0109090909090908,0.0068727272727272,2.033560452063674,-0.0807047626713572,-0.0567240895536737,-0.1722319889003711,-0.2861231845757173,-0.0999245569594952,2.033560452063674,0.0,0.0,0.0,-0.30000000000000004,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,8,3,5,0.10130873570642346,0.36700153707544203,-0.0746974309650329,-6.888795008384621e-05,-6.47727459614529e-05,0.00017451145992154418,subject_threshold_council_balanced_k180,0.5141355858222892,0.43943815485725635,two_regime_assignment_union_k360
127,894,id05,2024-11-20,S3,0.1557431079261301,1e-05,-0.1557331079261301,-9.822666547954578,-0.0007739684712207,-0.0042151855717706,True,False,False,0.5544965877741456,-0.0627252651158134,0.3715815002113518,0.5271592737440329,0.3465728263619474,-0.3715815002113518,0.0,1.2996673169859945,-0.0939472403504805,-0.0823167939635313,0.1418181818181818,0.0752382775119617,2.5828569221325557,-0.0627252651158134,-1.2123326730028312,-1.2616051817017302,-1.925725319781318,-0.6994718987164692,1.2996673169859945,0.0,0.0,0.0,-0.30000000000000004,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,9,2,7,0.4003650711495366,0.5201881541725806,-0.03551257717684389,-2.3638239192245908e-05,-0.00012873853198187894,0.0001718284080574518,subject_threshold_council_balanced_k180,0.1557431079261301,0.12023053074928622,two_regime_assignment_union_k360
19,139,id01,2024-09-08,S4,0.6116864391533945,0.359538169168261,-0.2521482699851334,-1.0317758194664657,-0.0001624030324294,-0.0002466401428056,True,False,False,0.2287137253265356,-0.1233994801517588,-0.4672282397908787,0.0359685615074561,0.2823423841377885,0.4672282397908787,1.0,0.8307821719021851,-0.1233994801517588,-0.0062598413795494,0.248780487804878,0.1194146341463414,0.8307821719021851,-0.1233994801517588,-0.696740561878199,-0.7996457231168791,-0.6341768929607501,-0.6744907594765952,0.8307821719021851,0.0,0.0,0.0,-0.3000000000000003,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,9,2,7,0.3550234405665566,0.3015260225528905,-0.07316129062806387,-4.72204415044561e-05,-7.171329415334104e-05,0.00017156773354412067,subject_threshold_council_balanced_k180,0.6116864391533945,0.5385251485253306,two_regime_assignment_union_k360
